Company,Link,Logo,Pitch,Joined,Location,Market,Website,Employees,Stage,Funding Raised
Fudplus,https://angel.co/company/fudplus-1,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/4237562-8eac1b55a4dfaf42c3d655d063148fa3-medium_jpg.jpg?buster=1497252978",An (AI) assistant that tracks what you eat helping you Listen to your Body,Jun ’17,Nairobi,Artificial Intelligence,fudplus.com,-,-,-
clic clinic international,https://angel.co/company/clic-clinic-international,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/4413122-0ad3d2c15deb3a5ce66541286414d125-medium_jpg.jpg?buster=1500902944",emedicine (medical Uber),Jul ’17,Nairobi,East Africa,clicclinic.co.ke,-,-,-
Manyatta Rent,https://angel.co/company/manyattarent,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/180369-547e7276ced7faeff8d51c4291915bc9-medium_jpg.jpg?buster=1362865613","A mobile property management for landlords, property managers, and renters.",Nov ’16,Naivasha,Mobile Payments,manyattarent.co.ke,1-10,-,-
STROIKA,https://angel.co/company/stroika,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/229634-446de15b531687a252b55e58b853b9d1-medium_jpg.jpg?buster=1372783566",Luxury Interiors,Jul ’13,Nairobi,Hotels,stroikagroup.org,-,-,-
Pfoofy Power and Light Ltd.,https://angel.co/company/pfoofy-power-and-light-ltd,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/364928-495167aab5c74de740b1c8bea72cb7f0-medium_jpg.jpg?buster=1395654365","affordable,energy saving lamp-Affolamp.",Mar ’14,Nairobi,Small and Medium Businesses,pfoofyltd.ac.ke (coming soon),1-10,-,-
GeekMergency,https://angel.co/company/geekmergency,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/379581-0dfe8160ab8b10e9c5d082d90a79fb20-medium_jpg.jpg?buster=1397464579",Disruptive entertainment and business platform,Apr ’14,Nairobi,Small and Medium Businesses,geekmergency.co.ke,1-10,-,-
Brochures Africa,https://angel.co/company/brochures-africa,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/423929-0b95269849613fca19d92528b06a7998-medium_jpg.jpg?buster=1403517025","flyers, brochures, catalogues hub",Jun ’14,Nairobi,Mobile Advertising,brochures.co.ke,1-10,-,-
Kenyalli Wear,https://angel.co/company/kenyalli-wear-1,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/528154-c5650d30c95562e785b1e799305b01f9-medium_jpg.jpg?buster=1415264174",Fashion lifestyle brand catering to all,Nov ’14,Nairobi,Entertainment Industry,kenyalliwear.com,1-10,-,-
My Movie Guy,https://angel.co/company/my-movie-guy,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/594655-9b2c72cff8816a34477baff83508dce0-medium_jpg.jpg?buster=1422619478",Order Movies and Music from a store near you.,Jan ’15,Nairobi,Music Services,mymovieguy.com,-,-,-
Boldbeest,https://angel.co/company/boldbeest,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/597833-45e15b21f03c8281d628da33201589ea-medium_jpg.jpg?buster=1422951089",we make it happen,Feb ’15,Nairobi,Events,boldbeest.co.ke,-,-,-
Junoway,https://angel.co/company/junoway,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/655273-4f046191aabf21e866eb43be1405fb3a-medium_jpg.jpg?buster=1427823910","Healthcare & Medical Tourism access, profiling and marketing",Mar ’15,Nairobi,East Africa,junoway.com,1-10,-,-
tkay holdings,https://angel.co/company/tkay-holdings,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/770943-957daaa20ff0d172c8db2dbe195988ff-medium_jpg.jpg?buster=1437678170",venture capital,Jul ’15,Nairobi,Financial Services,tkayconsultantsltd@gmail.com,,-,-
Migo Ranch & Farms,https://angel.co/company/migo-ranch-farms,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/772095-8ab8726e09edc86df5c85fa17f1b4f9d-medium_jpg.jpg?buster=1512120081","Quality, healthy & tasty vegetables, always",Dec ’17,Nairobi,Organic Food,Website,1-10,-,-
Ra,https://angel.co/company/rapanews,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/780267-0f5ea506c079c3aa23cfe52f5112d431-medium_jpg.jpg?buster=1438346556",News,Aug ’15,Nairobi,Mobile,Not available,,-,-
411 Exclusive,https://angel.co/company/411-exclusive,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/791914-6199d46166989ef7fd94d6cd2e89c42e-medium_jpg.jpg?buster=1439251542","Africa's Premier Source for Entertainment,Fashion and Sports News.",Sep ’15,Nairobi,Entertainment Industry,411exclusive.com,-,-,-
Airpost Social,https://angel.co/company/airpost-social,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/1136865-cf2b8b6a7abc097c65c4856fb2cf7de4-medium_jpg.jpg?buster=1463234700",Airpost is a social engagement platform re-imagined.,May ’16,Nakuru,Social Media Platforms,airp0st.com,,-,-
AirKlip,https://angel.co/company/airklip-1,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/2245156-0976847a7e0d60ac6de16a6787338d0f-medium_jpg.jpg?buster=1473754775",Smart planner for students.,Sep ’16,Nairobi,Technology,airklip.com,-,-,-
Heels and Valise Tours,https://angel.co/company/heels-and-valise-tours-1,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/3003719-605ad7007eed01e6bcba5e79b4937c02-medium_jpg.jpg?buster=1478209773",Highly enjoyable safaris packages and creative tourism.,Nov ’16,Nairobi,Tourism,heelsandvalise.co.ke,1-10,-,-
Web Tech solutions Data recovery,https://angel.co/company/web-tech-solutions-data-recovery,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/3751201-1f59941a08c8a92b89f4a353021723cd-medium_jpg.jpg?buster=1488798749",Recovery King,Mar ’17,Nairobi,Small and Medium Businesses,Website,-,-,-
Feelgood City Online Retail,https://angel.co/company/feelgood-city-online-retail,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/3808168-f4319a71270d1f19cdbab2659410959b-medium_jpg.jpg?buster=1489561067",E-commerce business in essential luxury & gift items,Mar ’17,Nairobi,E-Commerce,feelgoodcity.co.ke,-,-,-
Bunia enterprise Ltd,https://angel.co/company/bunia-enterprise-ltd,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/3967693-e7bef4f1854eac29230c64ded5e1e6fb-medium_jpg.jpg?buster=1491839396",Gold selling company,Apr ’17,Nairobi,South Korea,bunia.co.ke,51-200,-,-
CareerOpu,https://angel.co/company/careeropu,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/4081526-95cf0e679abc554aa5d70d311e6903e3-medium_jpg.jpg?buster=1493659849",We are an Awesome Consultancy Firm,May ’17,Nairobi,Internet Marketing,careeropu.com,-,-,-
Connect Media,https://angel.co/company/connect-media,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/288551-6e6d672e5c6233e27201903f9c399832-medium_jpg.jpg?buster=1383310660","Bulk SMS, SMS Gateway APIs, Premium SMS, USSD & IVR apps.",Nov ’13,Nairobi,Developer APIs,connectmedia.co,1-10,-,-
Purpink Gifts,https://angel.co/company/purpink-gifts,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/400008-1de76d457e991482e5ca3961e3253553-medium_jpg.jpg?buster=1400300880","Africa's onestop fancy gift shop, fully localized",May ’14,Nairobi,Custom Retail,purpink.co.ke,1-10,-,-
Maller Market,https://angel.co/company/maller-market,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/422016-2196a636cd756b553657e44a9af3e4fa-medium_jpg.jpg?buster=1403195287","effective, unique,  young, trendy and easy to use",Jun ’14,Nairobi,Startups,maller.co.ke,-,-,-
Plexus Energy,https://angel.co/company/plexus-energy,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/514178-2da965280ac16b33f422fa3b32ad6410-medium_jpg.jpg?buster=1413660869",We are a UPS and Solar products distributor in East Africa,Oct ’14,Nairobi,East Africa,plexus-energy.co.ke,-,-,-
Serian Foundation,https://angel.co/company/serian-foundation,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/658581-8519474b31db88a7df98c5179be74833-medium_jpg.jpg?buster=1429017963",Girls and women empowerment,Apr ’15,Kajiado,Social Media Platforms,Website,,Seed,"$1,000"
Websurfaces Kenya,https://angel.co/company/websurfaces-kenya,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/674910-7f7a5cc28ba9bfe458a576608cf66d40-medium_jpg.jpg?buster=1429562191",Entrepreneurship opportunities in Kenya,Apr ’15,Nairobi,Small and Medium Businesses,websurfaceskenya.com,-,-,-
Ziara,https://angel.co/company/ziara,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/767790-4b04908f243bbf8c32aeff229b465f6f-medium_jpg.jpg?buster=1437400745",Virtual travel experieince,Jul ’15,Nairobi,Social Media Marketing,yourziara.com,,-,-
e-safi,https://angel.co/company/e-safi,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/909190-62b8253f5ed65ac9311097fa31a2870a-medium_jpg.jpg?buster=1447240652",inexpensive automated toilet seat,Nov ’15,Nakuru,Home Owners,erickimathi.blogspot.co.ke,,-,-
Ride Bodaboda,https://angel.co/company/ride-bodaboda,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/1009565-943ac2d02595e7fdea556782a199fd61-medium_jpg.jpg?buster=1455013020",Motorcycle Taxi-hailing app,Feb ’16,Nairobi,Mobile Commerce,ridebodaboda.co.ke,-,-,-
Ukulima Frontline,https://angel.co/company/ukulima-frontline,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/1026164-b4fec70cd4e4a84861c1eb4b770a8be1-medium_jpg.jpg?buster=1456065254",modernizing extension through ICT agribusiness,Feb ’16,Nakuru,Agriculture,ukulimafrontline.co.ke,-,-,-
e-Kodi,https://angel.co/company/e-kodi,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/1042233-4c70bc5f11a484f4ba5ce5ab7fcf02b4-medium_jpg.jpg?buster=1457071274","Online listing,leasing & management",Mar ’16,Kisumu,E-Commerce Platforms,e-kodi.com,-,-,-
Superior Tours and Travel,https://angel.co/company/superior-tours-and-travel,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/1080907-d90d64823d1210c73ce5a2d1f19fbe74-medium_jpg.jpg?buster=1459869730",Great car hire experience,Apr ’16,Nairobi,Logistics,safarissuperior.com,,-,-
Fee Plan,https://angel.co/company/fee-plan,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/1489391-07dedab1623d8dcf5f95490b87ebc633-medium_jpg.jpg?buster=1469050814",A consumer finance company providing innovative financing solutions,Jul ’16,Nairobi,Financial Services,feeplanlimited.com,1-10,-,-
AOLaw Africa,https://angel.co/company/aolaw-africa,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/1544263-2f325d31897265e4cb8e439627014b71-medium_jpg.jpg?buster=1469400185",Legal Tech,Aug ’16,Kisumu,Technology,aolaw.co.ke,,-,-
Prosoya Kenya,https://angel.co/company/prosoya-kenya,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/2398362-1f1e90cb9e534767d13c7aa4f9829339-medium_jpg.jpg?buster=1474489289",HIGH SOCIAL IMPACT COMPANY,Sep ’16,Nairobi,East Africa,prosoyakenya.com,,-,-
Mac8Invest© Holding,https://angel.co/company/mac8invest-holding,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://angel.co/images/shared/nopic_startup.png",Sport Implantation Developer,Oct ’16,Nairobi,Personal Finance,mac8invest.com,1-10,Seed,"€14,000,000"
iAmHetch,https://angel.co/company/iamhetch,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/3071692-05c1c0c69b2f17109e65d9df877273ed-medium_jpg.jpg?buster=1478720320",Creative and Multi-Media Marketing Services & Systems Integration Services,Feb ’18,Nairobi,Business Information Systems,iamhetch.com,1-10,-,-
FunKe Science,https://angel.co/company/funke-science,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/3347614-b9cc0b0a7c39a5c1daa9032b9f45f812-medium_jpg.jpg?buster=1483954823",making science exciting,Jan ’17,Nairobi,Educational Games,funkescience.co.ke,-,-,-
Shards,https://angel.co/company/shards-1,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/3561032-8f6eb464ea8d9a69dc2b85461cedb17f-medium_jpg.jpg?buster=1486115608",Creative Writing Agency,Feb ’17,Nairobi,Performing Arts,shards.co.ke,1-10,-,-
ZOA TECH,https://angel.co/company/zoa-tech-1,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/4289537-399448fba3c0a61ff24dc5a6293f28e3-medium_jpg.jpg?buster=1498399779",Offering Financial Inclusion for 400 Million unbanked Africans.,Aug ’17,Nairobi,Mobile Commerce,zoatech.com,1-10,-,-
SUPER PRODUCER STUDIOS (EPZ),https://angel.co/company/super-producer-studios-epz,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/317833-6f29198fdd981c4242a6a44181654bb5-medium_jpg.jpg?buster=1388929739",Production media house with cinema outlet.,Jan ’14,Nairobi,Brand Marketing,Website,1-10,,"$300,000"
Cashboard,https://angel.co/company/cashboard-2,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/642948-a33e515a72998eebcf6fa3b6e86fa3e0-medium_jpg.jpg?buster=1427117574",Quick salary Advance,Mar ’15,Nairobi,Small and Medium Businesses,cashboard.co.ke,1-10,-,-
Pama Adventures,https://angel.co/company/pama-adventures,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/644108-dbb5ec9ac95a2bb1b769ec7bb6de689d-medium_jpg.jpg?buster=1457257391",Tour Operator in East Africa,Mar ’15,Kenya,Tourism,pamaadventures.com,1-10,-,-
Renter Kenya,https://angel.co/company/renter-kenya,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/674622-7215b95f54d394f418b3d71c93079c65-medium_jpg.jpg?buster=1429556736","services,items, tools listing website",Apr ’15,Nairobi,Small and Medium Businesses,renterkenya.co.ke,1-10,-,-
ahabsy,https://angel.co/company/ahabsy,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/677558-5635aea81126595f99a9db326dc120b2-medium_jpg.jpg?buster=1429740258",online hiring platform in kenya,Apr ’15,Nairobi,E-Commerce,justhire.co.ke,,-,-
FocusCoin,https://angel.co/company/focuscoin,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/859268-e6d9332bc2cdf7e8df7249a245b90f9b-medium_jpg.jpg?buster=1443701430",Mobile Money services,Oct ’15,Nairobi,Mobile Commerce,primepesa.com,,-,-
REVALOTH PROPERTIES,https://angel.co/company/revaloth-properties,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/874622-16d4d09a2a4ea171c11e368ee1cbc69a-medium_jpg.jpg?buster=1444773668",Real Estate Agency,Oct ’15,Nairobi,Real Estate,revaloth.com,,-,-
True Executive's,https://angel.co/company/true-executive-s,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/980028-1771af9fe2bd2fcc3cdae2d65ab9086c-medium_jpg.jpg?buster=1453116922",Intellectual marketing.,May ’16,Nairobi,E-Commerce,trueexecutives.co.ke,,-,-
OneClick Deliveries,https://angel.co/company/oneclick-deliveries,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/1080721-927419b78c6a80b3de8344b1440bd7d3-medium_jpg.jpg?buster=1459769589",Online shopping and delivery platform.,Apr ’16,Nairobi,Online Shopping,automationkenya.com,,-,-
Eazyhire,https://angel.co/company/eazyhire-1,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/1174398-dc762ee3ed81a5d6992ece586614dd2b-medium_jpg.jpg?buster=1553024827",Rent ANYTHING!,Jun ’16,Lagos,B2B,eazyhire.com.ng,1-10,-,-
Cybermonk Software Development,https://angel.co/company/cybermonk-software-development-2,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/1503100-e6850a7d69bd2536af649ed3d718f152-medium_jpg.jpg?buster=1469118220",codealot,Jul ’16,Mombasa,Productivity Software,cybermonksd.com,1-10,-,-
Ndewa Investments,https://angel.co/company/ndewa-investments,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/2157322-7af94e0d3c22e70aeb6684705d8438e8-medium_jpg.jpg?buster=1473268515","we source, identify and develop value-based properties and services",Sep ’16,Nairobi,Construction,ndewa.co.ke,11-50,-,-
L-Skins Technologies,https://angel.co/company/l-skins-technologies,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/2493041-88f13370a7d782e227aafda81cc7ca2b-medium_jpg.jpg?buster=1475048027","lskins laptop skins, lskins phone covers and stickers",Sep ’16,Nairobi,E-Commerce Platforms,lskins.co.ke,,-,-
GMCO ENERGY,https://angel.co/company/gmco-energy,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/2995175-c7fd9ef0fec5fa5bc27e28f036a6d6cb-medium_jpg.jpg?buster=1478158744",We are passionate in supporting social entrepreneurship,Nov ’16,Nairobi,Real Estate,Website,1-10,-,-
Dash,https://angel.co/company/dash-12,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/3067079-771bfe63c971fb4f3d3e6b70db3a07d2-medium_jpg.jpg?buster=1478702069",Concierge,Nov ’16,Nairobi,Location Based Services,DashCo.co.ke,,-,-
Self,https://angel.co/company/africa-opportunities,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://angel.co/images/shared/nopic_startup.png",,Dec ’16,Kenya,-,,-,-,-
windowshop kenya,https://angel.co/company/windowshop-kenya,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/3754727-0eb70e69d443f3970bcb0f047e9cfb8e-medium_jpg.jpg?buster=1488894113","Kodishaa.com, Babymtoto.com",Mar ’17,Nairobi,Business Services,kodishaa.com,1-10,-,-
Turn App,https://angel.co/company/turn-app,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/3871701-443646aae66ee3a992ba209102fe09c2-medium_jpg.jpg?buster=1517901927",FIND A PARTY NEAR YOU,Mar ’17,Nairobi,Events,turnapp.net,1-10,,"$40,000"
ELLAS BABY STORE,https://angel.co/company/ellas-baby-store,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/3967466-1cfd4e5b021feb116ae35693de2e67e2-medium_jpg.jpg?buster=1491838023",I import high end baby clothes from the USA and sell in Nairobi.,Apr ’17,Nairobi,Retail,Website,-,-,-
Kazi+,https://angel.co/company/kazi-1,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/4053333-df051fd7b22e6d052fa2f5d4d796d316-medium_jpg.jpg?buster=1493129143",Fast and efficient developers platform,Apr ’17,Nairobi,Mobile Commerce,kaziplus.com,-,-,-
