JobTitle,Description,Company,Job Link,Industry,Employment Type,Location,Compensation,Date posted
Business Analyst," 									About the Client:
									
									Our client has a highly engaged team of engineers, software developers, administration personnel and a leadership team held in high regard by its's employees.  They continue to grow steadily and now need to...",Parvana,https://www.careers24.com/jobs/adverts/1628498-business-analyst-cape-town-northern-suburbs/?jobindex=77,"IT, Technology, Technical",Permanent,Cape Town Northern Suburbs,Market Related (Negotiable),2019-11-15
Big Data Developer (JHB)," 									About the Client:
									
									Our client develops and supports software and data solutions across a variety of industries.  They want you to get ahead of the market and stay there. They offer a combination of plug and play products that...",Parvana,https://www.careers24.com/jobs/adverts/1628497-big-data-developer-jhb-johannesburg/?jobindex=78,"IT, Technology, Technical",Permanent,Johannesburg,Market Related (Negotiable),2019-11-15
Big Data Developer (CPT)," 									About the Client:
									
									Our client develops and supports software and data solutions across a variety of industries.  They want you to get ahead of the market and stay there. They offer a combination of plug and play products that...",Parvana,https://www.careers24.com/jobs/adverts/1628494-big-data-developer-cpt-cape-town/?jobindex=79,"IT, Technology, Technical",Permanent,Cape Town,Market Related (Negotiable),2019-11-15
Architect Associate (JHB)," 									About the Client:
									
									This client looks for high achievers who wish to build a career at a top international IT company.   Their typical applicant should not just be looking for a job, but should be seeking a career filled with ...",Parvana,https://www.careers24.com/jobs/adverts/1628493-architect-associate-jhb-johannesburg/?jobindex=80,"IT, Technology, Technical",Permanent,Johannesburg,Market Related (Negotiable),2019-11-15
"Hadoop, Scaler +Docker Developer (1year contract)"," Looking for a Developer for 1 year contract in Randburg within the Banking indstry.  Experience: Hadoop, Scaler + Docker ",Dante Personnel Recruitment,https://www.careers24.com/jobs/adverts/1628491-hadoop-scaler-docker-developer-1year-contract-randburg/?jobindex=81,IT,Permanent,Randburg,R48 000.00 - R72 000.00 Per Month,2019-11-15
Architect Associate (CPT)," 									About the Client:
									
									This client looks for high achievers who wish to build a career at a top international IT company.   Their typical applicant should not just be looking for a job, but should be seeking a career filled with ...",Parvana,https://www.careers24.com/jobs/adverts/1628492-architect-associate-cpt-cape-town-southern-suburbs/?jobindex=82,"IT, Technology, Technical",Permanent,Cape Town Southern Suburbs,Market Related (Negotiable),2019-11-15
Architect (Senior) (French Speaking)," 									About the Client:
									
									This client looks for high achievers who wish to build a career at a top international IT company.   Their typical applicant should not just be looking for a job, but should be seeking a career filled with ...",Parvana,https://www.careers24.com/jobs/adverts/1628490-architect-senior-french-speaking-johannesburg/?jobindex=83,"IT, Technology, Technical",Permanent,Johannesburg,Market Related (Negotiable),2019-11-15
Architect (JHB)," 									About the Client:
									
									This client looks for high achievers who wish to build a career at a top international IT company.   Their typical applicant should not just be looking for a job, but should be seeking a career filled with ...",Parvana,https://www.careers24.com/jobs/adverts/1628489-architect-jhb-johannesburg/?jobindex=84,"IT, Technology, Technical",Permanent,Johannesburg,Market Related (Negotiable),2019-11-15
Cobol Developer (1year Contract), 1year contract for a Cobol Developer in Randburg  Banking industry ,Dante Personnel Recruitment,https://www.careers24.com/jobs/adverts/1628487-cobol-developer-1year-contract-randburg/?jobindex=85,IT,Permanent,Randburg,R48 000.00 - R72 000.00 Per Month,2019-11-15
Electronic Patient Record  Application Support Specialist, Role Summary:  The Electronic Patient Record  Application Support Specialist will be responsible for managing the delivery of specialist end user training to Doctors and Nurses to  clinics nationally as well as the development of training material in o...,Talent Evolution (Pty) Ltd,https://www.careers24.com/jobs/adverts/1628485-electronic-patient-record-application-support-specialist-sandton/?jobindex=86,IT,Permanent,Sandton,R16 000.00 - R20 000.00 Per Month,2019-11-15
Java Developer (1 year contract), Looking for a Java Developer for a 1 year contract in Randburg  Banking industry ,Dante Personnel Recruitment,https://www.careers24.com/jobs/adverts/1628481-java-developer-1-year-contract-randburg/?jobindex=87,IT,Permanent,Randburg,R48 000.00 - R72 000.00 Per Month,2019-11-15
Microsoft SQL Data Base Administrator – Melrose Arch – R660K CTC," This “play hard,work hard” environment with cutting edge technology is looking for a SQL DBA, to be a part of their T-shirt and jean space offering flexi hours and lunch paid by the company.  This senior SQl DBA would be responsible for implementation,...",E-Merge IT Recruitment,https://www.careers24.com/jobs/adverts/1628477-microsoft-sql-data-base-administrator-melrose-arch-r660k-ctc-johannesburg/?jobindex=88,IT,Permanent,Johannesburg,R50 000.00 - R54 167.00 Per Month,2019-11-15
Intermediate to Senior Java Developer," Introduction:  Reverside is an IT services provider; we are always looking for professional candidates to join our team in Software Development, providing opportunities to work on exciting projects, within our well established client base.  Description...",Reverside Professional Services,https://www.careers24.com/jobs/adverts/1628472-intermediate-to-senior-java-developer-gauteng/?jobindex=89,IT,Permanent,Gauteng,Market Related,2019-11-15
Customer Development Mid Market," Who we are looking for: A dynamic and energetic person with a passion for delighting customers. This person must be structured, repetitive, organized, target driven and reliable at all levels, always delivering on their promises and meeting deadlines b...",Blum & Hofmeyr,https://www.careers24.com/jobs/adverts/1628454-customer-development-mid-market-johannesburg/?jobindex=90,"IT, Sales",Permanent,Johannesburg,Market Related,2019-11-15
Intermediary Developer:," We are looking for a Intermediary Developer to assist in new development, updating existing software and testing of new software. ",ADA Recruitment & HR Solutions,https://www.careers24.com/jobs/adverts/1628442-intermediary-developer-durban/?jobindex=91,IT,Permanent,Durban,Market Related,2019-11-15
Solution Architect," Job Title:

Junior Solution Architect : Integration

Reporting To (title):

Senior Vice President, Solution Architecture, Group Solution Architecture

IT Support Business Analyst

Position Summary and Primary Objectives

The Junior Analyst: Integration...",Recruit Digital,https://www.careers24.com/jobs/adverts/1628441-solution-architect-cape-town/?jobindex=92,IT,Permanent,Cape Town,On Application,2019-11-15
Junior PHP developer," We are looking for a Junior PHP developer to assist in new development, updating existing software and testing of new software ",ADA Recruitment & HR Solutions,https://www.careers24.com/jobs/adverts/1628440-junior-php-developer-durban/?jobindex=93,IT,Permanent,Durban,Market Related,2019-11-15
GIS Software Developer/Implementation Specialist," A leading and cutting-edge international GIS solutions and consultancy firm is looking to employ a GIS Software Developer/IT Specialist to join their Durban based team on a permanent basis.  If you have programming, software implementation and database...",Latitude Resource,https://www.careers24.com/jobs/adverts/1628361-gis-software-developer-implementation-specialist-durban/?jobindex=94,"IT, General, Technology",Permanent,Durban,R25 000.00 - R50 000.00 Per Month,2019-11-15
